"","code","src_actor","month","tgt_agent","country_code","year","admin_info","source","event_id","date8","src_agent","tgt_actor","latitude","src_other_agent","quad_class","source_text","root_code","tgt_other_agent","day","target","url","geoname","longitude","goldstein"
"42","015","USA","05","","","2016","PAK","USAGOV","2216043_v1.2.0","20160503","GOV","PAK","30.0","","0","wn_asia;wn_world
","01","","03","PAK","http://article.wn.com/view/2016/05/03/Pakistan_has_one_months_time_to_grab_US_F16_deal_o/;http://article.wn.com/view/2016/05/03/US_asks_Pakistan_to_pay_for_F16s/","Islamic Republic of Pakistan","70.0","0.0"
"43","041","USA","05","","Sindh","2016","PAK","USAGOV","2216093_v1.2.0","20160503","GOV","PAK","24.9056","","1","int_the_news_karachi
","04","","03","PAK","http://feedproxy.google.com/~r/TheNewsInternational-Karachi/~3/NOZXzEwCHFA/116984-Law-and-order-situation-in-Karachi-fast-improving-Ebad","Karachi","67.0822","1.0"
"44","036","USA","04","","","2016","PAK","USAGOV","2186087_v1.2.0","20160422","GOV","PAK","30.0","","1","wn_world
","03","","22","PAK","http://article.wn.com/view/2016/04/22/Indian_media_hype_over_Abdul_Basit_unwarranted_says_Pakistan/","Islamic Republic of Pakistan","70.0","4.0"
"45","036","USA","04","","","2016","PAK","USAGOV","2189385_v1.2.0","20160422","GOV","PAK","30.0","","1","wn_world
","03","","22","PAK","http://article.wn.com/view/2016/04/22/Indian_media_hype_over_Abdul_Basit_unwarranted_says_Pakistan/","Islamic Republic of Pakistan","70.0","4.0"
"46","010","USA","04","","","2016","","USAGOV","2140644_v1.2.0","20160407","GOV","PAK","","","0","yahoo_india
","01","","07","PAK","https://in.news.yahoo.com/pak-remains-ready-discuss-arms-control-restraint-measures-163544800.html","","","0.0"
"47","010","USA","04","","","2016","","USAGOV","2144198_v1.2.0","20160407","GOV","PAK","","","0","yahoo_india
","01","","07","PAK","https://in.news.yahoo.com/pak-remains-ready-discuss-arms-control-restraint-measures-163544800.html","","","0.0"
"48","016","USA","04","","","2016","PAK","USAGOV","2153549_v1.2.0","20160412","GOV","PAK","30.0","","0","dawn_pk
","01","","12","PAK","http://feedproxy.google.com/~r/dawn-news/~3/Kem7tcDT4Mk/cold-start-doctrine-a-real-threat-warn-experts","Islamic Republic of Pakistan","70.0","3.4"
"49","016","USA","04","","","2016","PAK","USAGOV","2156881_v1.2.0","20160412","GOV","PAK","30.0","","0","dawn_pk
","01","","12","PAK","http://feedproxy.google.com/~r/dawn-news/~3/Kem7tcDT4Mk/cold-start-doctrine-a-real-threat-warn-experts","Islamic Republic of Pakistan","70.0","3.4"
"50","018","USA","03","","Punjab","2016","PAK","USAGOV","2106538_v1.2.0","20160328","GOV","PAK","31.54972","","0","wn_africa
","01","","28","PAK","http://article.wn.com/view/2016/03/28/Ministry_of_Foreign_Affairs_and_European_Integration_condemn/","Lahore","74.34361","3.4"
"51","010","USA","03","","","2016","PAK","USAGOV","2110104_v1.2.0","20160329","GOV","PAK","30.0","","0","pakistan_kooza
","01","","29","PAK","http://thekooza.com/pakistan-takes-security-of-nukes-very-seriously/","Islamic Republic of Pakistan","70.0","0.0"
"52","018","USA","03","","Punjab","2016","PAK","USAGOV","2111580_v1.2.0","20160328","GOV","PAK","31.54972","","0","wn_africa
","01","","28","PAK","http://article.wn.com/view/2016/03/28/Ministry_of_Foreign_Affairs_and_European_Integration_condemn/","Lahore","74.34361","3.4"
"53","010","USA","03","","","2016","PAK","USAGOV","2113600_v1.2.0","20160329","GOV","PAK","30.0","","0","pakistan_kooza
","01","","29","PAK","http://thekooza.com/pakistan-takes-security-of-nukes-very-seriously/","Islamic Republic of Pakistan","70.0","0.0"
"54","020","USA","04","","","2016","PAK","USAGOV","2125560_v1.2.0","20160402","GOV","PAK","30.0","","0","wn_world;pakistan_kooza
","02","","02","PAK","http://article.wn.com/view/2016/04/02/Obama_asks_India_Pakistan_to_tone_down_military_doctrines_nu/;http://thekooza.com/pakistans-nuclear-security-is-effective-tariq-fatemi/","Islamic Republic of Pakistan","70.0","3.0"
"55","010","USA","04","","","2016","PAK","USAGOV","2125669_v1.2.0","20160402","GOV","PAK","30.0","","0","india_mint_homepage;wn_world
","01","","02","PAK","http://www.livemint.com/Politics/TM4si74dFVYpavq5H2gyXI/Obama-calls-for-reduction-of-nuclear-arsenal-in-India-Pakis.html;http://article.wn.com/view/2016/04/02/India_Pakistan_Should_Reduce_Nuclear_Threat/","Islamic Republic of Pakistan","70.0","0.0"
"56","020","USA","04","","","2016","PAK","USAGOV","2127511_v1.2.0","20160402","GOV","PAK","30.0","","0","pakistan_kooza;wn_world
","02","","02","PAK","http://thekooza.com/pakistans-nuclear-security-is-effective-tariq-fatemi/;http://article.wn.com/view/2016/04/02/Obama_asks_India_Pakistan_to_tone_down_military_doctrines_nu/","Islamic Republic of Pakistan","70.0","3.0"
"57","010","USA","04","","","2016","IND","USAGOV","2128069_v1.2.0","20160402","GOV","PAK","22.0","","0","wn_world;india_mint_homepage
","01","","02","PAK","http://article.wn.com/view/2016/04/02/India_Pakistan_Should_Reduce_Nuclear_Threat/;http://www.livemint.com/Politics/TM4si74dFVYpavq5H2gyXI/Obama-calls-for-reduction-of-nuclear-arsenal-in-India-Pakis.html","Republic of India","79.0","0.0"
"58","046","USA","04","","","2016","IND","USAGOV","2131531_v1.2.0","20160406","GOV","PAK","22.0","","1","hindu_nat
","04","","06","PAK","http://www.thehindu.com/news/national/us-doesnt-see-india-as-hyphenated-with-pak/article8438639.ece?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication","Republic of India","79.0","7.0"
"59","060","USA","04","","","2016","","USAGOV","2134103_v1.2.0","20160405","GOV","PAK","","","2","pakistan_thenews
","06","","05","PAK","http://www.newspakistan.pk/2016/04/05/new-us-legislation-acknowledge-india-partner-equal-status/","","","6.0"
"60","046","USA","04","","","2016","IND","USAGOV","2134775_v1.2.0","20160406","GOV","PAK","22.0","","1","hindu_nat
","04","","06","PAK","http://www.thehindu.com/news/national/us-doesnt-see-india-as-hyphenated-with-pak/article8438639.ece?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication","Republic of India","79.0","7.0"
"61","010","USA","04","","","2016","PAK","USAGOV","2135448_v1.2.0","20160406","GOV","PAK","30.0","","0","int_the_news_top
","01","","06","PAK","http://feedproxy.google.com/~r/com/cwEr/~3/_sznmc-xYNE/110692-US-urges-Pakistan-India-to-show-restraint","Islamic Republic of Pakistan","70.0","0.0"
"62","060","USA","04","","","2016","","USAGOV","2137433_v1.2.0","20160405","GOV","PAK","","","2","pakistan_thenews
","06","","05","PAK","http://www.newspakistan.pk/2016/04/05/new-us-legislation-acknowledge-india-partner-equal-status/","","","6.0"
"63","010","USA","04","","","2016","PAK","USAGOV","2138870_v1.2.0","20160406","GOV","PAK","30.0","","0","int_the_news_top
","01","","06","PAK","http://feedproxy.google.com/~r/com/cwEr/~3/_sznmc-xYNE/110692-US-urges-Pakistan-India-to-show-restraint","Islamic Republic of Pakistan","70.0","0.0"
"64","0311","USA","03","","","2016","PAK","USAGOV","2022015_v1.2.0","20160301","GOV","PAK","30.0","","1","yahoo_india;wn_asia;dawn_pk;yahoo_india;wn_asia
","03","","01","PAK","https://in.news.yahoo.com/f-16-jets-counter-terror-ops-pakistan-tells-032538880.html;http://article.wn.com/view/WNAT852d2f7009572a2dc509ee5fa3b0e27a/;http://feedproxy.google.com/~r/dawn-news/~3/iFVotkdDfvM/f-16s-needed-for-counterterror-ops-pakistan-tells-us;https://in.news.yahoo.com/pakistan-us-strategic-dialogue-strengthened-ties-034203578.html;http://article.wn.com/view/2016/03/01/John_Kerry_j/","Islamic Republic of Pakistan","70.0","5.2"
"65","020","USA","03","","","2016","USA","USAGOV","2048459_v1.2.0","20160310","GOV","PAK","39.03171","","0","india_mint_homepage
","02","","10","PAK","http://www.livemint.com/Opinion/jsZOVcTOBEUinEQxyYQJnO/The-US-continues-to-stumble-on-Pakistan.html","New Delhi","-90.26122","3.0"
"66","010","USA","03","","","2016","PAK","USAGOV","2049024_v1.2.0","20160311","GOV","PAK","30.0","","0","malstar_world
","01","","11","PAK","http://www.thestar.com.my/news/world/2016/03/11/bid-to-block-pakistan-f16-sale-fails-in-us-senate/","Islamic Republic of Pakistan","70.0","0.0"
"67","020","USA","03","","","2016","USA","USAGOV","2052148_v1.2.0","20160310","GOV","PAK","39.03171","","0","india_mint_homepage
","02","","10","PAK","http://www.livemint.com/Opinion/jsZOVcTOBEUinEQxyYQJnO/The-US-continues-to-stumble-on-Pakistan.html","New Delhi","-90.26122","3.0"
"68","010","USA","03","","","2016","PAK","USAGOV","2052740_v1.2.0","20160311","GOV","PAK","30.0","","0","malstar_world;wn_asia;india_mint_econpol;int_the_news_latest
","01","","11","PAK","http://www.thestar.com.my/news/world/2016/03/11/bid-to-block-pakistan-f16-sale-fails-in-us-senate/;http://article.wn.com/view/2016/03/11/JAKARTA_Indonesia_The_President_of_the_Islamic_Republic_of_P/;http://www.livemint.com/Politics/Ek9LyRNKXfmnEsVSxBixBJ/Bid-to-block-Pakistan-F16-sale-fails-in-US-Senate.html;http://feedproxy.google.com/~r/com/YEor/~3/APvRFTFhOPw/104449-Bid-to-block-Pakistan-F-16-sale-fails-in-US-Senate","Islamic Republic of Pakistan","70.0","0.0"
"69","010","USA","03","","","2016","PAK","USAGOV","2056379_v1.2.0","20160311","GOV","PAK","30.0","","0","india_mint_econpol;wn_asia;int_the_news_latest
","01","","11","PAK","http://www.livemint.com/Politics/Ek9LyRNKXfmnEsVSxBixBJ/Bid-to-block-Pakistan-F16-sale-fails-in-US-Senate.html;http://article.wn.com/view/2016/03/11/JAKARTA_Indonesia_The_President_of_the_Islamic_Republic_of_P/;http://feedproxy.google.com/~r/com/YEor/~3/APvRFTFhOPw/104449-Bid-to-block-Pakistan-F-16-sale-fails-in-US-Senate","Islamic Republic of Pakistan","70.0","0.0"
"70","020","USA","03","","","2016","GBR","USAGOV","2066992_v1.2.0","20160315","GOV","PAK","54.75844","","0","dawn_pk
","02","","15","PAK","http://feedproxy.google.com/~r/dawn-news/~3/BEl-Lnr1Ki4/bisp-helps-tackle-extremism-marvi","United Kingdom of Great Britain and Northern Ireland","-2.69531","3.0"
"71","020","USA","03","","","2016","GBR","USAGOV","2070678_v1.2.0","20160315","GOV","PAK","54.75844","","0","dawn_pk
","02","","15","PAK","http://feedproxy.google.com/~r/dawn-news/~3/BEl-Lnr1Ki4/bisp-helps-tackle-extremism-marvi","United Kingdom of Great Britain and Northern Ireland","-2.69531","3.0"
"72","051","USA","03","","","2016","PAK","USAGOV","2085299_v1.2.0","20160321","GOV","PAK","30.0","","1","dawn_pk
","05","","21","PAK","http://feedproxy.google.com/~r/dawn-news/~3/8CPSyHwTChs/consultations-held-before-nuclear-summit","Islamic Republic of Pakistan","70.0","3.4"
"73","051","USA","03","","","2016","PAK","USAGOV","2090575_v1.2.0","20160321","GOV","PAK","30.0","","1","dawn_pk
","05","","21","PAK","http://feedproxy.google.com/~r/dawn-news/~3/8CPSyHwTChs/consultations-held-before-nuclear-summit","Islamic Republic of Pakistan","70.0","3.4"
"74","010","USA","01","","","2016","PAK","USAGOV","1885702_v0.2.0","20160124","GOV","PAK","30.0","","0","pakistan_dailymessanger;hindu_int;wn_world;wn_asia;voa_asia;dawn_pk;wn_world;india_deccanher_news;wn_world;wn_asia;wn_world;india_telegraph_nation
","01","","24","PAK","http://dailymessenger.com.pk/2016/01/24/obama-says-pakistan-can-and-must-do-more-against-terrorism/;http://www.thehindu.com/news/international/us-president-barack-obama-interview-with-pti-at-washington/article8147928.ece?utm_source=RSS_Feed&utm_medium=RSS&utm_campaign=RSS_Syndication;http://article.wn.com/view/2016/01/24/Obama_says_Pakistan_can_and_must_do_more_against_terrorism/;http://article.wn.com/view/2016/01/24/China_s_Threat_to_America_Grows_Daily/;http://www.voanews.com/content/obama-pakistan-must-do-more-against-terror-groups/3160388.html;http://feedproxy.google.com/~r/dawn-news/~3/JI3cAYZs4PU/obama-says-pakistan-can-and-must-do-more-against-terrorism;http://article.wn.com/view/2016/01/24/Obama_urges_serious_action_against_Pakistan_extremists/;http://www.deccanherald.com/content/524878/pakistan-can-must-dismantle-all.html;http://article.wn.com/view/2016/01/24/President_Barack_Obama/;http://article.wn.com/view/2016/01/24/Obama_Pakistan_Must_do_More_Against_Terror_Groups/;http://article.wn.com/view/2016/01/24/Pakistan_can_and_must_dismantle_all_terror_networks_Obama/;http://www.telegraphindia.com/1160125/jsp/nation/story_65761.jsp","Islamic Republic of Pakistan","70.0","0.0"
